movie_id,title,genres,release_year
17668,Berlin: Die Sinfonie der Grosstadt (1927),Documentary,1927
17729,Call of the Cuckoo (1927),Comedy|Short,1927
17739,The Cat and the Canary (1927),Comedy|Horror|Mystery,1927
17765,College (1927),Comedy|Drama|Sport,1927
17825,Downhill (1927),Adventure|Drama|Thriller,1927
17836,Duck Soup (1927),Comedy|Short,1927
17841,"East Side, West Side (1927)",Drama,1927
17843,Easy Virtue (1928),Romance|Thriller,1928
17925,The General (1926),Action|Adventure|Comedy|Drama|War|Western,1926
18033,It (1927),Comedy|Romance,1927
18037,The Jazz Singer (1927),Drama|Music|Musical|Romance,1927
18051,The Kid Brother (1927),Comedy|Drama|Family|Romance,1927
18106,Love 'Em and Weep (1927),Comedy|Short,1927
18192,Napoléon (1927),Biography|Drama|History|War,1927
18217,Oktyabr (1928),Drama|History,1928
18294,Putting Pants on Philip (1927),Comedy|Short,1927
18328,The Ring (1927),Drama|Romance|Sport,1927
18356,"Sailors, Beware! (1927)",Short|Comedy,1927
18368,The Second 100 Years (1927),Comedy|Short,1927
18452,Sugar Daddies (1927),Comedy|Short,1927
18455,Sunrise: A Song of Two Humans (1927),Drama|Romance,1927
18471,Tell It to the Marines (1926),Comedy|Drama|Romance,1926
18505,Tretya meshchanskaya (1927),Comedy|Drama,1927
18526,Underworld (1927),Crime|Drama|Film-Noir|Romance,1927
18528,The Unknown (1927),Drama|Horror|Romance|Thriller,1927
18578,Wings (1927),Drama|Romance|War|Action,1927
18583,With Love and Hisses (1927),Comedy|Short,1927
18684,Beggars of Life (1928),Adventure|Drama,1928
18737,Die Büchse der Pandora (1929),Crime|Drama|Romance,1929
18742,The Cameraman (1928),Comedy|Romance|Family|Drama,1928
18773,The Circus (1928),Comedy|Romance,1928
18806,The Crowd (1928),Drama|Romance,1928
18839,The Docks of New York (1928),Crime|Drama|Film-Noir|Romance,1928
18860,Early to Bed (1928),Comedy|Short,1928
18876,The Farmer's Wife (1928),Comedy|Drama|Romance,1928
18890,The Finishing Touch (1928),Comedy|Short,1928
19071,The Last Command (1928),Drama|History|Romance|War,1928
19074,"Laugh, Clown, Laugh (1928)",Drama,1928
19079,Leave 'Em Laughing (1928),Comedy|Short,1928
19109,Lonesome (1928),Comedy|Drama|Romance,1928
19130,The Man Who Laughs (1928),Drama|Horror|Mystery|Romance|Thriller,1928
19195,The Mysterious Lady (1928),Drama|Romance,1928
19254,La passion de Jeanne d'Arc (1928),Biography|Drama|History,1928
19286,Potomok Chingis-Khana (1928),Drama|War,1928
19344,Sadie Thompson (1928),Drama,1928
19376,Should Married Men Go Home? (1928),Comedy|Short,1928
19412,Speedy (1928),Action|Comedy|Family,1928
19415,Spione (1928),Romance|Thriller,1928
19421,"Steamboat Bill, Jr. (1928)",Action|Comedy|Drama|Family|Romance,1928
19422,Steamboat Willie (1928),Animation|Short|Comedy|Family|Musical,1928
19429,Street Angel (1928),Drama,1928
19465,Their Purple Moment (1928),Comedy|Short,1928
19504,Two Tars (1928),Comedy|Short,1928
19509,Underground (1928),Drama|Romance,1928
19556,We Faw Down (1928),Comedy|Short,1928
19585,The Wind (1928),Drama|Romance|Western,1928
19591,A Woman of Affairs (1928),Drama,1928
19607,You're Darn Tootin' (1928),Short|Comedy|Music,1928
19686,Berth Marks (1929),Short|Comedy,1929
19688,Big Business (1929),Short|Comedy|Family,1929
19702,Blackmail (1929),Crime|Thriller,1929
19729,The Broadway Melody (1929),Drama|Musical|Romance,1929
19760,Chelovek s kino-apparatom (1929),Documentary|Music,1929
19777,The Cocoanuts (1929),Comedy|Musical,1929
19796,Daigaku wa detakeredo (1929),Comedy,1929
19832,Double Whoopee (1929),Comedy|Short,1929
19838,Drifters (1929),Documentary,1929
19901,Frau im Mond (1929),Comedy|Drama|Romance|Sci-Fi,1929
19957,Half Marriage (1929),Drama|Romance,1929
19993,The Hollywood Revue of 1929 (1929),Musical,1929
19999,The Hoose-Gow (1929),Comedy|Short,1929
20030,The Iron Mask (1929),Adventure|Drama|History|Romance,1929
20112,The Love Parade (1929),Comedy|Musical|Romance,1929
20122,Lucky Star (1929),Drama|Romance,1929
20142,The Manxman (1929),Drama|Romance,1929
20161,Men O'War (1929),Short|Comedy|Family,1929
20163,Menschen am Sonntag (1930),Comedy|Drama|Romance,1930
20264,Perfect Day (1929),Short|Comedy,1929
20286,Prapancha Pash (1929),Adventure|Drama|Romance,1929
20471,Synthetic Sin (1929),Comedy,1929
20475,Tagebuch einer Verlorenen (1929),Drama,1929
20487,That's My Wife (1929),Comedy|Short,1929
20489,They Go Boom! (1929),Comedy|Short,1929
20514,The Trespasser (1929),Drama,1929
20530,Un chien andalou (1929),Short|Fantasy|Horror,1929
20531,Unaccustomed As We Are (1929),Comedy|Short,1929
20572,Welcome Danger (1929),Comedy,1929
20581,Where East Is East (1929),Drama|Romance,1929
20585,Why Be Good? (1929),Comedy|Drama|Romance,1929
20629,All Quiet on the Western Front (1930),Drama|War,1930
20640,Animal Crackers (1930),Comedy|Musical,1930
20641,Anna Christie (1930),Drama|Romance,1930
20643,Another Fine Mess (1930),Comedy|Short,1930
20678,Below Zero (1930),Short|Comedy,1930
20686,The Big House (1930),Crime|Drama|Thriller,1930
20691,The Big Trail (1930),Adventure|Romance|Western,1930
20693,Billy the Kid (1930),Biography|Drama|Western,1930
20697,Der blaue Engel (1930),Drama|Music,1930
20698,Blotto (1930),Short|Comedy,1930
20708,Brats (1930),Comedy|Short|Family,1930
20768,City Girl (1930),Drama|Romance,1930
20827,The Divorcee (1930),Romance|Drama,1930
20859,Escape! (1930),Crime|Drama,1930
20902,Free and Easy (1930),Comedy|Musical,1930
20927,The Golf Specialist (1930),Short|Comedy|Sport,1930
20960,Hell's Angels (1930),Drama|War,1930
20979,Hog Wild (1930),Short|Comedy,1930
20980,Hogaraka ni ayume (1930),Crime|Drama|Romance,1930
20987,Hook Line and Sinker (1930),Comedy|Romance,1930
21013,Journey's End (1930),Drama|War,1930
21054,The Laurel-Hardy Murder Case (1930),Short|Comedy|Crime|Mystery,1930
21079,Little Caesar (1931),Action|Crime|Drama|Romance,1931
21156,Morocco (1930),Drama|Romance,1930
21165,Murder! (1930),Crime|Mystery|Thriller,1930
21182,Night Owls (1930),Short|Comedy,1930
21197,The Office Wife (1930),Drama|Romance,1930
21283,Rakudai wa shitakeredo (1930),Comedy|Drama,1930
21331,Le sang d'un poète (1932),Fantasy,1932
21406,Sono yo no tsuma (1930),Crime|Drama,1930
21409,Sous les toits de Paris (1930),Comedy|Drama|Musical,1930
21508,Up the River (1930),Comedy|Crime|Drama,1930
21542,Westfront 1918: Vier von der Infanterie (1930),Drama|Romance|War,1930
21571,Zemlya (1930),Drama,1930
21576,À propos de Nice (1930),Documentary|Short|Comedy,1930
21577,L'âge d'or (1930),Comedy|Drama,1930
21636,The Bad Sister (1931),Drama,1931
21646,Beau Hunks (1931),Short|Comedy,1931
21649,Behind Office Doors (1931),Drama|Romance,1931
21684,Born to Love (1931),Drama|Romance|War,1931
21738,Chickens Come Home- (1931),Short|Comedy,1931
21739,La chienne (1931),Crime|Drama,1931
21746,Cimarron (1931),Drama|Western,1931
21749,City Lights (1931),Comedy|Drama|Romance,1931
21750,City Streets (1931),Crime|Drama|Film-Noir|Romance,1931
21755,Come Clean (1931),Short|Comedy,1931
21772,The Cuban Love Song (1931),Musical|Romance,1931
21785,Daughter of the Dragon (1931),Crime|Drama,1931
21814,Dracula (1931),Fantasy|Horror,1931
21815,Drácula (1931),Drama|Fantasy|Horror,1931
21861,Fighting Caravans (1931),Romance|Western,1931
21884,Frankenstein (1931),Drama|Horror|Sci-Fi,1931
21885,A Free Soul (1931),Crime|Drama|Romance,1931
21890,The Front Page (1931),Comedy,1931
22017,Kameradschaft (1931),Drama,1931
22047,The Lady Who Dared (1931),Drama,1931
22048,Shukujo to hige (1931),Comedy|Romance,1931
22058,Laughing Gravy (1931),Short|Comedy,1931
22080,Limite (1931),Drama|Romance,1931
22100,M - Eine Stadt sucht einen Mörder (1931),Crime|Mystery|Thriller,1931
22105,Madamu to nyôbô (1931),Comedy|Drama,1931
22117,The Man in Possession (1931),Comedy,1931
22125,Marius (1931),Comedy|Drama|Romance,1931
22149,Millie (1931),Drama|Romance,1931
22150,Le million (1931),Musical|Comedy,1931
22158,Monkey Business (1931),Comedy|Musical,1931
22183,Mädchen in Uniform (1931),Drama|Romance,1931
22204,Niemandsland (1931),Drama|War,1931
22208,Night Nurse (1931),Comedy|Crime|Drama,1931
22251,Pardon Us (1931),Comedy|Crime|Drama|Musical,1931
22279,Private Lives (1931),Comedy|Drama|Romance,1931
22286,The Public Enemy (1931),Crime|Drama,1931
22335,Safe in Hell (1931),Crime|Drama,1931
22339,Santa (1932),Drama,1932
22395,The Skin Game (1931),Drama,1931
22397,Skippy (1931),Comedy|Drama|Family,1931
22403,Smart Money (1931),Crime|Drama,1931
22404,Smart Woman (1931),Comedy|Drama|Romance,1931
22454,Svengali (1931),Drama|Horror|Romance|Sci-Fi,1931
22458,Tabu: A Story of the South Seas (1931),Drama|Romance|Adventure,1931
22462,"Taris, roi de l'eau (1931)",Documentary|Short|Sport,1931
22495,Trader Horn (1931),Action|Adventure|Drama|Romance,1931
22517,Under 18 (1931),Drama|Romance,1931
22599,À nous la liberté (1931),Comedy|Musical,1931
22628,The Animal Kingdom (1932),Comedy|Drama|Romance,1932
22630,Any Old Port! (1932),Short|Comedy,1932
22694,Das blaue Licht (1932),Drama|Fantasy|Mystery,1932
22718,Boudu sauvé des eaux (1932),Comedy,1932
22732,Buzzin' Around (1933),Short|Comedy,1933
22778,The Conquerors (1932),Drama|Western,1932
22782,County Hospital (1932),Short|Comedy,1932
22787,Les croix de bois (1932),Drama|War,1932
22792,The Crowd Roars (1932),Action|Drama|Sport,1932
22807,The Dentist (1932),Comedy|Short,1932
22817,The Devil's Cabaret (1930),Comedy|Musical|Short,1930
22834,Downstairs (1932),Drama|Romance,1932
22835,Dr. Jekyll and Mr. Hyde (1931),Horror|Sci-Fi,1931
22879,A Farewell to Arms (1932),Drama|Romance|War,1932
22882,Fast Life (1932),Comedy|Romance|Sport,1932
22883,The Fatal Glass of Beer (1933),Short|Comedy,1933
22913,Freaks (1932),Drama|Horror,1932
22958,Grand Hotel (1932),Drama|Romance,1932
22981,Haunted Gold (1932),Horror|Mystery|Western,1932
22991,Hell's House (1932),Drama,1932
22994,Helpmates (1932),Short|Comedy,1932
23027,Horse Feathers (1932),Comedy|Musical|Romance|Sport,1932
23037,Las Hurdes (1933),Documentary|Short,1933
23042,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,1932
23049,If I Had a Million (1932),Comedy|Drama,1932
23054,The Impassive Footman (1932),Crime|Drama,1932
23130,"Let Me Explain, Dear (1932)",Comedy,1932
23158,Love Me Tonight (1932),Comedy|Musical|Romance,1932
23180,Man Wanted (1932),Romance|Comedy|Drama,1932
23194,The Mask of Fu Manchu (1932),Adventure|Horror|Sci-Fi,1932
23202,Me and My Gal (1932),Comedy|Drama|Romance,1932
23213,Merrily We Go to Hell (1932),Comedy|Drama|Romance,1932
23238,The Most Dangerous Game (1932),Action|Adventure|Thriller,1932
23245,The Mummy (1932),Fantasy|Horror,1932
23249,Murders in the Rue Morgue (1932),Crime|Horror|Mystery,1932
23251,The Music Box (1932),Comedy|Short,1932
23266,Night After Night (1932),Comedy|Drama,1932
23285,Number Seventeen (1932),Crime|Mystery|Thriller,1932
23293,The Old Dark House (1932),Comedy|Horror|Thriller,1932
23300,On the Loose (1931),Comedy|Short,1931
23302,Once in a Lifetime (1932),Comedy,1932
23303,One Hour with You (1932),Comedy|Musical|Romance,1932
23305,One Way Passage (1932),Comedy|Drama|Romance,1932
23312,Pack Up Your Troubles (1932),Comedy|War,1932
23327,Penguin Pool Murder (1932),Comedy|Drama|Mystery|Romance,1932
23333,The Phantom Express (1932),Mystery|Thriller,1932
23349,Polly of the Circus (1932),Comedy|Drama|Romance,1932
23362,The Purchase Price (1932),Drama|Comedy,1932
23369,Rain (1932),Drama,1932
23395,Rich and Strange (1931),Comedy|Romance|Thriller,1931
23427,Scarface (1932),Action|Crime|Drama|Film-Noir|Thriller,1932
23439,Scram! (1932),Comedy|Short,1932
23458,Shanghai Express (1932),Adventure|Drama|Romance|Thriller,1932
23551,Tarzan the Ape Man (1932),Action|Adventure|Romance,1932
23563,Das Testament des Dr. Mabuse (1933),Crime,1933
23578,Their First Mistake (1932),Comedy|Short,1932
23583,The Thirteenth Guest (1932),Mystery|Thriller,1932
23590,Three on a Match (1932),Crime|Drama|Romance,1932
23613,Towed in a Hole (1932),Comedy|Short,1932
23622,Trouble in Paradise (1932),Comedy|Crime|Romance,1932
23634,Otona no miru ehon - Umarete wa mita keredo (1932),Comedy|Drama,1932
23640,Unheimliche Geschichten (1932),Comedy|Sci-Fi|Horror,1932
23642,Union Depot (1932),Comedy|Drama|Romance,1932
23649,Vampyr (1932),Fantasy|Horror,1932
23685,The Wet Parade (1932),Drama|History|Romance,1932
23686,What Price Hollywood? (1932),Drama,1932
23694,White Zombie (1932),Horror,1932
23753,Alice in Wonderland (1933),Adventure|Family|Fantasy,1933
23775,Baby Face (1933),Drama|Romance,1933
23785,Beauty for Sale (1933),Drama|Romance,1933
23808,The Big Chance (1933),Action|Adventure|Comedy|Crime|Drama|Romance|Sport,1933
23814,The Bitter Tea of General Yen (1932),Drama|Romance|War,1932
23817,Blondie Johnson (1933),Crime|Drama,1933
23848,Broadway to Hollywood (1933),History|Musical,1933
23858,Busy Bodies (1933),Short|Comedy,1933
23876,Cavalcade (1933),Drama|Romance|War,1933
23902,El compadre Mendoza (1934),Drama|War,1934
23923,A Cuckoo in the Nest (1933),Comedy,1933
23926,Dancing Lady (1933),Comedy|Musical|Romance,1933
23937,Dekigokoro (1933),Drama,1933
23940,Design for Living (1933),Comedy|Romance,1933
23948,Dinner at Eight (1933),Comedy|Drama,1933
23950,Dirty Work (1933),Short|Comedy|Sci-Fi,1933
23960,Double Harness (1933),Comedy|Drama,1933
23969,Duck Soup (1933),Comedy|Musical|War,1933
24028,Footlight Parade (1933),Comedy|Musical|Romance,1933
24034,42nd Street (1933),Comedy|Musical|Romance,1933
24054,The Ghost Camera (1933),Comedy|Crime|Mystery,1933
24069,Gold Diggers of 1933 (1933),Comedy|Drama|Musical,1933
24083,Hallelujah I'm a Bum (1933),Comedy|Drama|Musical,1933
24092,Havana Widows (1933),Comedy,1933
24120,Hijôsen no onna (1933),Crime|Drama|Romance,1933
24124,His Private Secretary (1933),Comedy|Romance,1933
24166,I'm No Angel (1933),Comedy|Musical|Romance,1933
24183,International House (1933),Comedy,1933
24184,The Invisible Man (1933),Horror|Sci-Fi,1933
24188,Island of Lost Souls (1932),Horror|Sci-Fi,1932
24210,The Kennel Murder Case (1933),Crime|Mystery,1933
24216,King Kong (1933),Adventure|Horror|Sci-Fi,1933
24235,Københavnere (1933),Comedy|Drama|Music,1933
24252,Liebelei (1933),Drama|Romance,1933
24264,Little Women (1933),Drama|Family|Romance,1933
24316,Me and My Pal (1933),Short|Comedy,1933
24335,The Midnight Patrol (1933),Short|Comedy,1933
24353,Morning Glory (1933),Drama|Romance,1933
24368,Mystery of the Wax Museum (1933),Horror|Mystery|Thriller,1933
24402,Okraina (1933),Drama|War,1933
24450,Picture Snatcher (1933),Drama|Crime,1933
24473,The Private Life of Henry VIII. (1933),Biography|Comedy|Drama|History|Romance,1933
24481,Queen Christina (1933),Biography|Drama|History|Romance,1933
24548,She Done Him Wrong (1933),Comedy|Drama|History|Musical|Romance,1933
24554,A Shriek in the Night (1933),Crime|Mystery|Romance|Thriller,1933
24601,Sons of the Desert (1933),Comedy,1933
24659,Those Were the Days (1934),Comedy,1934
24660,Three Little Pigs (1933),Animation|Short|Comedy|Family|Musical,1933
24706,Twice Two (1933),Comedy|Short,1933
24747,Waltzes from Vienna (1934),Biography|Music|Romance,1934
24803,Zéro de conduite: Jeunes diables au collège (1933),Short|Comedy|Drama,1933
24831,Anne of Green Gables (1934),Comedy|Drama|Family,1934
24844,L'Atalante (1934),Comedy|Drama|Romance,1934
24852,Babes in Toyland (1934),Comedy|Family|Fantasy|Musical,1934
24873,Belle of the Nineties (1934),Comedy|Drama|Musical,1934
24894,The Black Cat (1934),Adventure|Crime|Horror|Romance|Thriller,1934
24914,Bright Eyes (1934),Comedy|Drama|Family|Musical,1934
24933,Bulldog Jack (1935),Comedy|Crime|Mystery,1935
24989,The Clairvoyant (1934),Drama|Mystery|Romance,1934
25004,The Count of Monte Cristo (1934),Action|Adventure|Drama|History|Romance|Thriller,1934
25132,Forsaking All Others (1934),Comedy|Drama|Romance,1934
25164,The Gay Divorcee (1934),Comedy|Musical|Romance,1934
25187,Going Spanish (1934),Comedy|Musical|Short,1934
25263,Hollywood Party (1934),Animation|Comedy|Musical,1934
25272,The House of Rothschild (1934),Biography|Drama|History,1934
25290,I've Got Your Number (1934),Comedy|Romance,1934
25301,Imitation of Life (1934),Drama|Romance,1934
25316,It Happened One Night (1934),Comedy|Romance,1934
25318,It's a Gift (1934),Comedy,1934
25330,Jimmy the Gent (1934),Comedy|Crime|Drama|Romance,1934
25335,Judge Priest (1934),Comedy|Drama|Romance,1934
25373,The Lawless Frontier (1934),Romance|Western,1934
25409,The Little Minister (1934),Drama|Romance,1934
25413,The Live Ghost (1934),Short|Comedy,1934
25424,Lost in the Stratosphere (1934),Action|Adventure|Comedy|Drama|Romance,1934
25452,The Man Who Knew Too Much (1934),Crime|Mystery|Thriller,1934
25456,Man of Aran (1934),Documentary,1934
25461,Mandalay (1934),Drama|Romance,1934
25464,Manhattan Melodrama (1934),Crime|Drama|Romance,1934
25492,The Merry Frinks (1934),Comedy|Drama,1934
25494,Merry Wives of Reno (1934),Comedy,1934
25586,Of Human Bondage (1934),Drama|Romance,1934
25590,The Old Fashioned Way (1934),Comedy,1934
25591,Oliver the Eighth (1934),Short|Comedy,1934
25592,On demande une brute (1934),Short,1934
25610,Our Daily Bread (1934),Drama|Romance,1934
25641,Peculiar Penguins (1934),Animation|Short|Comedy,1934
25746,The Scarlet Empress (1934),Drama|History|Romance,1934
25747,The Scarlet Letter (1934),Drama|History|Romance,1934
25759,The Secret of the Loch (1934),Adventure|Fantasy|Comedy,1934
25803,Smarty (1934),Comedy|Romance,1934
25862,Tarzan and His Mate (1934),Action|Adventure,1934
25873,Them Thar Hills (1934),Comedy|Short,1934
25878,The Thin Man (1934),Comedy|Crime|Mystery,1934
25905,Transatlantic Merry-Go-Round (1934),Comedy|Musical|Mystery,1934
25913,Triumph des Willens (1935),Documentary|History|War,1935
25919,Twentieth Century (1934),Comedy|Romance,1934
25929,Ukikusa monogatari (1934),Drama,1934
25948,Viva Villa! (1934),Biography|Western,1934
26029,The 39 Steps (1935),Mystery|Thriller,1935
26040,Aerograd (1935),Drama,1935
26123,The Black Room (1935),Crime|Horror,1935
26132,Boys Will Be Boys (1935),Comedy,1935
26138,The Bride of Frankenstein (1935),Drama|Horror|Sci-Fi,1935
26174,Captain Blood (1935),Action|Adventure,1935
26202,Cheer Up (1936),Musical,1936
26221,Clive of India (1935),Action|Adventure|Biography,1935
26246,Crime and Punishment (1935),Crime|Drama,1935
26252,Curly Top (1935),Family|Musical|Romance,1935
26258,Dandy Dick (1935),Comedy,1935
